brand,oem,catalog_products,compatible_printers,oem_search_signal,printer_search_signal_dedup,market_demand_estimate,market_data_confidence,competition_index_avg,bid_low_avg_eur,bid_high_avg_eur,initial_state,top_google_signals
HP,W1420A,4,6,30.0,114.5,122.0,HIGH,100.0,0.34,1.29,PONECHAŤ,HP LaserJet M110w toner: 90 | HP LaserJet MFP M140w toner: 70 | HP W1420A: 30 | W1420A: 30 | W1420A toner: 20
Canon,PGI-580PGBK,4,27,0.0,38.0,38.0,HIGH,100.0,,,PONECHAŤ,Canon PIXMA TR7550 toner: 10 | Canon TR7550 toner: 10 | Canon TR8550 toner: 10 | Canon TS6150 toner: 10 | Canon TS6151 toner: 10
Canon,PGI-525BK,1,21,0.0,38.0,38.0,HIGH,100.0,,,PONECHAŤ,Canon PIXMA MG5150 toner: 10 | toner Canon PIXMA MG5150: 10 | Canon MG5150 toner: 10 | Canon MG5200 toner: 10 | Canon PIXMA MG5250 toner: 10
Epson,C13T07124011,1,40,10.0,34.5,37.0,HIGH,100.0,,,PONECHAŤ,C13T07124011: 10 | Epson Stylus DX4400 toner: 10 | toner Epson Stylus DX4400: 10 | Epson DX4400 toner: 10 | Epson Stylus DX4450 toner: 10
HP,CF226A,4,8,10.0,34.5,37.0,HIGH,98.2,0.22,0.88,PONECHAŤ,HP CF226A: 10 | CF226A: 10 | CF226A toner: 10 | HP LaserJet Pro M402d toner: 10 | toner HP LaserJet Pro M402d: 10
HP,CF410A,4,13,10.0,34.5,37.0,HIGH,100.0,,,PONECHAŤ,HP CF410A: 10 | CF410A: 10 | CF410A toner: 10 | HP CF410A toner: 10 | HP Color LaserJet Pro M452DN toner: 10
HP,CF410X,4,13,10.0,34.5,37.0,HIGH,100.0,0.33,1.1,PONECHAŤ,HP CF410X: 10 | CF410X: 10 | CF410X toner: 10 | HP CF410X toner: 10 | HP Color LaserJet Pro M452DN toner: 10
HP,CF411A,4,13,10.0,34.5,37.0,HIGH,100.0,,,PONECHAŤ,HP CF411A: 10 | CF411A: 10 | CF411A toner: 10 | HP Color LaserJet Pro M452DN toner: 10 | HP M452DN toner: 10
HP,CF411X,5,14,10.0,34.5,37.0,HIGH,100.0,,,PONECHAŤ,HP CF411X: 10 | CF411X: 10 | CF411X toner: 10 | HP CF411X toner: 10 | HP Color LaserJet Pro M452DN toner: 10
HP,CF412A,4,13,10.0,34.5,37.0,HIGH,100.0,,,PONECHAŤ,HP CF412A: 10 | CF412A: 10 | CF412A toner: 10 | HP Color LaserJet Pro M452DN toner: 10 | HP M452DN toner: 10
HP,CF412X,4,13,10.0,34.5,37.0,HIGH,100.0,0.49,2.01,PONECHAŤ,HP CF412X: 10 | CF412X: 10 | HP Color LaserJet Pro M452DN toner: 10 | HP M452DN toner: 10 | M452DN toner: 10
HP,CF413A,4,13,10.0,34.5,37.0,HIGH,100.0,,,PONECHAŤ,HP CF413A: 10 | CF413A: 10 | HP Color LaserJet Pro M452DN toner: 10 | HP M452DN toner: 10 | M452DN toner: 10
HP,CF413X,4,13,10.0,34.5,37.0,HIGH,100.0,0.18,0.9,PONECHAŤ,HP CF413X: 10 | CF413X: 10 | CF413X toner: 10 | HP Color LaserJet Pro M452DN toner: 10 | HP M452DN toner: 10
HP,CF226XD,1,8,10.0,34.5,37.0,HIGH,97.9,0.2,0.75,PONECHAŤ,HP CF226XD: 10 | CF226XD: 10 | HP LaserJet Pro M402d toner: 10 | toner HP LaserJet Pro M402d: 10 | M402d toner: 10
HP,CF217A,5,6,30.0,27.5,36.9,HIGH,99.3,0.5,1.98,PONECHAŤ,CF217A: 30 | HP CF217A: 10 | CF217A toner: 10 | HP CF217A toner: 10 | HP LaserJet Pro M102a toner: 10
Canon,CLI-571XLBK,1,28,0.0,34.5,34.5,HIGH,100.0,0.27,1.11,PONECHAŤ,Canon MG5700 toner: 10 | Canon PIXMA MG5750 toner: 10 | toner Canon PIXMA MG5750: 10 | Canon MG5750 toner: 10 | MG5750 toner: 10
Canon,CLI-571XLC,1,28,0.0,34.5,34.5,HIGH,100.0,0.27,1.11,PONECHAŤ,Canon MG5700 toner: 10 | Canon PIXMA MG5750 toner: 10 | toner Canon PIXMA MG5750: 10 | Canon MG5750 toner: 10 | MG5750 toner: 10
Canon,CLI-571XLM,1,28,0.0,34.5,34.5,HIGH,100.0,0.27,1.11,PONECHAŤ,Canon MG5700 toner: 10 | Canon PIXMA MG5750 toner: 10 | toner Canon PIXMA MG5750: 10 | Canon MG5750 toner: 10 | MG5750 toner: 10
Canon,CLI-571XLY,1,28,0.0,34.5,34.5,HIGH,100.0,0.27,1.11,PONECHAŤ,Canon MG5700 toner: 10 | Canon PIXMA MG5750 toner: 10 | toner Canon PIXMA MG5750: 10 | Canon MG5750 toner: 10 | MG5750 toner: 10
Canon,CRG-051H,3,8,0.0,34.5,34.5,HIGH,100.0,0.14,0.78,PONECHAŤ,Canon LBP162DW toner: 10 | Canon LBP162DW toner: 10 | LBP162DW toner: 10 | Canon MF264DW toner: 10 | Canon MF264DW toner: 10
Canon,CRG-056H,3,9,0.0,34.5,34.5,HIGH,86.0,,,PONECHAŤ,Canon LBP325X toner: 10 | Canon LBP325X toner: 10 | LBP325X toner: 10 | Canon MF542X toner: 10 | Canon MF542X toner: 10
Canon,PGI-570/CLI,2,28,0.0,34.5,34.5,HIGH,100.0,0.27,1.11,PONECHAŤ,Canon MG5700 toner: 10 | Canon PIXMA MG5750 toner: 10 | toner Canon PIXMA MG5750: 10 | Canon MG5750 toner: 10 | MG5750 toner: 10
Canon,PGI-570XLPGBK,1,28,0.0,34.5,34.5,HIGH,100.0,0.27,1.11,PONECHAŤ,Canon MG5700 toner: 10 | Canon PIXMA MG5750 toner: 10 | toner Canon PIXMA MG5750: 10 | Canon MG5750 toner: 10 | MG5750 toner: 10
Canon,CLI-571,2,28,0.0,34.5,34.5,HIGH,100.0,0.27,1.11,PONECHAŤ,Canon MG5700 toner: 10 | Canon PIXMA MG5750 toner: 10 | toner Canon PIXMA MG5750: 10 | Canon MG5750 toner: 10 | MG5750 toner: 10
Canon,CLI-571BK,3,28,0.0,34.5,34.5,HIGH,100.0,0.27,1.11,PONECHAŤ,Canon MG5700 toner: 10 | Canon PIXMA MG5750 toner: 10 | toner Canon PIXMA MG5750: 10 | Canon MG5750 toner: 10 | MG5750 toner: 10
Canon,CLI-571C,3,28,0.0,34.5,34.5,HIGH,100.0,0.27,1.11,PONECHAŤ,Canon MG5700 toner: 10 | Canon PIXMA MG5750 toner: 10 | toner Canon PIXMA MG5750: 10 | Canon MG5750 toner: 10 | MG5750 toner: 10
Canon,CLI-571M,3,28,0.0,34.5,34.5,HIGH,100.0,0.27,1.11,PONECHAŤ,Canon MG5700 toner: 10 | Canon PIXMA MG5750 toner: 10 | toner Canon PIXMA MG5750: 10 | Canon MG5750 toner: 10 | MG5750 toner: 10
Canon,CLI-571Y,3,28,0.0,34.5,34.5,HIGH,100.0,0.27,1.11,PONECHAŤ,Canon MG5700 toner: 10 | Canon PIXMA MG5750 toner: 10 | toner Canon PIXMA MG5750: 10 | Canon MG5750 toner: 10 | MG5750 toner: 10
Canon,PGI-570PGBK,4,28,0.0,34.5,34.5,HIGH,100.0,0.27,1.11,PONECHAŤ,Canon MG5700 toner: 10 | Canon PIXMA MG5750 toner: 10 | toner Canon PIXMA MG5750: 10 | Canon MG5750 toner: 10 | MG5750 toner: 10
Epson,C13T07134011,1,40,0.0,34.5,34.5,HIGH,100.0,,,PONECHAŤ,Epson Stylus DX4400 toner: 10 | toner Epson Stylus DX4400: 10 | Epson DX4400 toner: 10 | Epson Stylus DX4450 toner: 10 | Epson DX4450 toner: 10
Epson,C13T07144011,1,40,0.0,34.5,34.5,HIGH,100.0,,,PONECHAŤ,Epson Stylus DX4400 toner: 10 | toner Epson Stylus DX4400: 10 | Epson DX4400 toner: 10 | Epson Stylus DX4450 toner: 10 | Epson DX4450 toner: 10
Epson,C13T07154010,1,40,0.0,34.5,34.5,HIGH,100.0,,,PONECHAŤ,Epson Stylus DX4400 toner: 10 | toner Epson Stylus DX4400: 10 | Epson DX4400 toner: 10 | Epson Stylus DX4450 toner: 10 | Epson DX4450 toner: 10
HP,CE285A/CANON,1,8,0.0,34.5,34.5,HIGH,100.0,,,PONECHAŤ,LBP6000 toner: 10 | LBP6000B toner: 10 | LBP6020 toner: 10 | LBP6020B toner: 10 | LBP6030 toner: 10
HP,CRG-725,1,8,0.0,34.5,34.5,HIGH,100.0,,,PONECHAŤ,LBP6000 toner: 10 | LBP6000B toner: 10 | LBP6020 toner: 10 | LBP6020B toner: 10 | LBP6030 toner: 10
Canon,CRG-067,4,5,0.0,34.0,34.0,HIGH,98.4,0.79,3.43,PONECHAŤ,Canon MF655CDW toner: 20 | Canon LBP631CW toner: 10 | LBP631CW toner: 10 | Canon LBP633CDW toner: 10 | LBP633CDW toner: 10
Canon,CRG-067HC,1,5,0.0,34.0,34.0,HIGH,98.9,0.77,3.6,PONECHAŤ,Canon MF655CDW toner: 20 | Canon MF655CDW toner: 20 | Canon LBP631CW toner: 10 | Canon LBP631CW toner: 10 | LBP631CW toner: 10
HP,CE410X,4,11,10.0,31.0,33.5,HIGH,100.0,0.18,2.43,PONECHAŤ,HP CE410X: 10 | CE410X: 10 | CE410X toner: 10 | HP CE410X toner: 10 | HP LaserJet Pro 300 Color M351a toner: 10
HP,CE411A,5,11,10.0,31.0,33.5,HIGH,100.0,,,PONECHAŤ,HP CE411A: 10 | CE411A: 10 | CE411A toner: 10 | HP CE411A toner: 10 | HP LaserJet Pro 300 Color M351a toner: 10
HP,CE412A,4,11,10.0,31.0,33.5,HIGH,100.0,,,PONECHAŤ,HP CE412A: 10 | CE412A: 10 | CE412A toner: 10 | HP LaserJet Pro 300 Color M351a toner: 10 | toner HP LaserJet Pro 300 Color M351a: 10
HP,CE413A,4,11,10.0,31.0,33.5,HIGH,100.0,,,PONECHAŤ,HP CE413A: 10 | CE413A: 10 | CE413A toner: 10 | HP CE413A toner: 10 | HP LaserJet Pro 300 Color M351a toner: 10
HP,CF400A,4,8,10.0,31.0,33.5,HIGH,95.7,0.19,1.7,PONECHAŤ,HP CF400A: 10 | CF400A: 10 | CF400A toner: 10 | HP CF400A toner: 10 | HP Color LaserJet Pro M252dw toner: 10
HP,CF400X,4,8,10.0,31.0,33.5,HIGH,98.6,0.14,2.19,PONECHAŤ,HP CF400X: 10 | CF400X: 10 | CF400X toner: 10 | HP CF400X toner: 10 | HP Color LaserJet Pro M252dw toner: 10
HP,CF401A,4,8,10.0,31.0,33.5,HIGH,99.0,0.14,2.19,PONECHAŤ,HP CF401A: 10 | CF401A: 10 | CF401A toner: 10 | HP CF401A toner: 10 | HP Color LaserJet Pro M252dw toner: 10
HP,CF402A,4,8,10.0,31.0,33.5,HIGH,98.8,0.14,2.19,PONECHAŤ,HP CF402A: 10 | CF402A: 10 | CF402A toner: 10 | HP Color LaserJet Pro M252dw toner: 10 | HP M252dw toner: 10
HP,CF532A,4,16,10.0,31.0,33.5,HIGH,100.0,,,PONECHAŤ,HP CF532A: 10 | CF532A: 10 | HP M180 toner: 10 | HP M180 toner: 10 | HP Color LaserJet Pro M180N toner: 10
HP,W2200A,2,11,10.0,31.0,33.5,HIGH,100.0,0.71,2.31,PONECHAŤ,HP W2200A: 10 | W2200A: 10 | W2200A toner: 10 | HP W2200A toner: 10 | HP Color LaserJet Pro 4202dn toner: 10
HP,W2200X,2,11,10.0,31.0,33.5,HIGH,100.0,0.72,2.81,PONECHAŤ,HP W2200X: 10 | W2200X: 10 | W2200X toner: 10 | HP Color LaserJet Pro 4202dn toner: 10 | HP Color LaserJet Pro 4202dw toner: 10
HP,W2201A,2,11,10.0,31.0,33.5,HIGH,99.0,0.72,2.54,PONECHAŤ,HP W2201A: 10 | W2201A: 10 | HP Color LaserJet Pro 4202dn toner: 10 | HP Color LaserJet Pro 4202dw toner: 10 | toner HP Color LaserJet Pro 4202dw: 10
HP,W2201X,2,11,10.0,31.0,33.5,HIGH,100.0,0.72,2.54,PONECHAŤ,HP W2201X: 10 | W2201X: 10 | HP Color LaserJet Pro 4202dn toner: 10 | HP Color LaserJet Pro 4202dw toner: 10 | toner HP Color LaserJet Pro 4202dw: 10
HP,W2202A,2,11,10.0,31.0,33.5,HIGH,100.0,0.72,2.54,PONECHAŤ,W2202A: 10 | HP Color LaserJet Pro 4202dn toner: 10 | HP Color LaserJet Pro 4202dw toner: 10 | toner HP Color LaserJet Pro 4202dw: 10 | HP 4202dw toner: 10
HP,W2202X,2,11,10.0,31.0,33.5,HIGH,100.0,0.72,2.54,PONECHAŤ,W2202X: 10 | HP Color LaserJet Pro 4202dn toner: 10 | HP Color LaserJet Pro 4202dw toner: 10 | toner HP Color LaserJet Pro 4202dw: 10 | HP 4202dw toner: 10
HP,W2203A,2,11,10.0,31.0,33.5,HIGH,100.0,0.72,2.54,PONECHAŤ,W2203A: 10 | HP Color LaserJet Pro 4202dn toner: 10 | HP Color LaserJet Pro 4202dw toner: 10 | toner HP Color LaserJet Pro 4202dw: 10 | HP 4202dw toner: 10
HP,W2203X,2,11,10.0,31.0,33.5,HIGH,100.0,0.72,2.54,PONECHAŤ,W2203X: 10 | HP Color LaserJet Pro 4202dn toner: 10 | HP Color LaserJet Pro 4202dw toner: 10 | toner HP Color LaserJet Pro 4202dw: 10 | HP 4202dw toner: 10
HP,CE410A,3,11,10.0,31.0,33.5,HIGH,100.0,,,PONECHAŤ,HP CE410A: 10 | CE410A: 10 | CE410A toner: 10 | HP CE410A toner: 10 | HP LaserJet Pro 300 Color M351a toner: 10
HP,CF370AM,1,11,10.0,31.0,33.5,HIGH,100.0,,,PONECHAŤ,HP CF370AM: 10 | CF370AM: 10 | CF370AM toner: 10 | HP LaserJet Pro 300 Color M351a toner: 10 | toner HP LaserJet Pro 300 Color M351a: 10
HP,CE410XD,1,11,10.0,31.0,33.5,HIGH,100.0,,,PONECHAŤ,HP CE410XD: 10 | CE410XD: 10 | HP LaserJet Pro 300 Color M351a toner: 10 | toner HP LaserJet Pro 300 Color M351a: 10 | HP M351a toner: 10
Canon,CLI-526GY,3,12,0.0,31.0,31.0,HIGH,100.0,,,PONECHAŤ,Canon MG5200 toner: 10 | Canon MG5300 toner: 10 | Canon PIXMA MG5350 toner: 10 | toner Canon PIXMA MG5350: 10 | Canon MG5350 toner: 10
Canon,CLI-551XLGY,1,15,0.0,31.0,31.0,HIGH,96.5,,,PONECHAŤ,Canon PIXMA MG5450 toner: 10 | Canon MG5450 toner: 10 | Canon PIXMA MG7150 toner: 10 | Canon MG7150 toner: 10 | Canon PIXMA MG7550 toner: 10
Canon,CLI-8BK,2,21,0.0,31.0,31.0,HIGH,14.0,,,PONECHAŤ,Canon PIXMA MP500 toner: 10 | Canon MP500 toner: 10 | Canon MP510 toner: 10 | toner Canon PIXMA MP520: 10 | Canon MP520 toner: 10
Canon,CLI-8C,2,21,0.0,31.0,31.0,HIGH,14.0,,,PONECHAŤ,Canon PIXMA MP500 toner: 10 | Canon MP500 toner: 10 | Canon MP510 toner: 10 | toner Canon PIXMA MP520: 10 | Canon MP520 toner: 10
Canon,CLI-8M,2,21,0.0,31.0,31.0,HIGH,14.0,,,PONECHAŤ,Canon PIXMA MP500 toner: 10 | Canon MP500 toner: 10 | Canon MP510 toner: 10 | toner Canon PIXMA MP520: 10 | Canon MP520 toner: 10
Canon,CLI-8Y,2,21,0.0,31.0,31.0,HIGH,14.0,,,PONECHAŤ,Canon PIXMA MP500 toner: 10 | Canon MP500 toner: 10 | Canon MP510 toner: 10 | toner Canon PIXMA MP520: 10 | Canon MP520 toner: 10
Canon,CRG-054BK,3,7,0.0,31.0,31.0,HIGH,100.0,0.46,2.42,PONECHAŤ,Canon LBP621Cw toner: 10 | LBP621Cw toner: 10 | Canon LBP623Cdw toner: 10 | LBP623Cdw toner: 10 | Canon MF641Cw toner: 10
Canon,CRG-054C,3,7,0.0,31.0,31.0,HIGH,100.0,0.46,2.42,PONECHAŤ,Canon LBP621Cw toner: 10 | LBP621Cw toner: 10 | Canon LBP623Cdw toner: 10 | LBP623Cdw toner: 10 | Canon MF641Cw toner: 10
Canon,CRG-054HBK,3,7,0.0,31.0,31.0,HIGH,100.0,0.46,2.42,PONECHAŤ,Canon LBP621Cw toner: 10 | LBP621Cw toner: 10 | Canon LBP623Cdw toner: 10 | LBP623Cdw toner: 10 | Canon MF641Cw toner: 10
Canon,CRG-054HC,3,7,0.0,31.0,31.0,HIGH,100.0,0.46,2.42,PONECHAŤ,Canon LBP621Cw toner: 10 | LBP621Cw toner: 10 | Canon LBP623Cdw toner: 10 | LBP623Cdw toner: 10 | Canon MF641Cw toner: 10
Canon,CRG-054HM,3,7,0.0,31.0,31.0,HIGH,100.0,0.46,2.42,PONECHAŤ,Canon LBP621Cw toner: 10 | LBP621Cw toner: 10 | Canon LBP623Cdw toner: 10 | LBP623Cdw toner: 10 | Canon MF641Cw toner: 10
Canon,CRG-054HY,3,7,0.0,31.0,31.0,HIGH,100.0,0.46,2.42,PONECHAŤ,Canon LBP621Cw toner: 10 | LBP621Cw toner: 10 | Canon LBP623Cdw toner: 10 | LBP623Cdw toner: 10 | Canon MF641Cw toner: 10
Canon,CRG-054M,3,7,0.0,31.0,31.0,HIGH,100.0,0.46,2.42,PONECHAŤ,Canon LBP621Cw toner: 10 | LBP621Cw toner: 10 | Canon LBP623Cdw toner: 10 | LBP623Cdw toner: 10 | Canon MF641Cw toner: 10
Canon,CRG-054Y,3,7,0.0,31.0,31.0,HIGH,100.0,0.46,2.42,PONECHAŤ,Canon LBP621Cw toner: 10 | LBP621Cw toner: 10 | Canon LBP623Cdw toner: 10 | LBP623Cdw toner: 10 | Canon MF641Cw toner: 10
Canon,PGI-5BK,2,21,0.0,31.0,31.0,HIGH,14.0,,,PONECHAŤ,Canon PIXMA MP500 toner: 10 | Canon MP500 toner: 10 | Canon MP510 toner: 10 | toner Canon PIXMA MP520: 10 | Canon MP520 toner: 10
Canon,CLI-551GY,3,15,0.0,31.0,31.0,HIGH,96.5,,,PONECHAŤ,Canon PIXMA MG5450 toner: 10 | Canon MG5450 toner: 10 | Canon PIXMA MG7150 toner: 10 | Canon MG7150 toner: 10 | Canon PIXMA MG7550 toner: 10
Canon,CRG-046BK,2,9,0.0,31.0,31.0,HIGH,94.4,,,PONECHAŤ,LBP654CX toner: 10 | Canon MF732CDW toner: 10 | Canon MF732CDW toner: 10 | MF732CDW toner: 10 | Canon MF734CDW toner: 10
Canon,CRG-046HBK,2,9,0.0,31.0,31.0,HIGH,94.4,,,PONECHAŤ,LBP654CX toner: 10 | Canon MF732CDW toner: 10 | Canon MF732CDW toner: 10 | MF732CDW toner: 10 | Canon MF734CDW toner: 10
Canon,CRG-046HC,2,9,0.0,31.0,31.0,HIGH,94.4,,,PONECHAŤ,LBP654CX toner: 10 | Canon MF732CDW toner: 10 | Canon MF732CDW toner: 10 | MF732CDW toner: 10 | Canon MF734CDW toner: 10
Canon,CRG-046HM,2,9,0.0,31.0,31.0,HIGH,94.4,,,PONECHAŤ,LBP654CX toner: 10 | Canon MF732CDW toner: 10 | Canon MF732CDW toner: 10 | MF732CDW toner: 10 | Canon MF734CDW toner: 10
Canon,CRG-046HY,2,9,0.0,31.0,31.0,HIGH,94.4,,,PONECHAŤ,LBP654CX toner: 10 | Canon MF732CDW toner: 10 | Canon MF732CDW toner: 10 | MF732CDW toner: 10 | Canon MF734CDW toner: 10
Canon,CRG-716M,2,7,0.0,31.0,31.0,HIGH,,,,PONECHAŤ,Canon LBP5050 toner: 10 | Canon LBP5050 toner: 10 | LBP5050 toner: 10 | Canon MF8030CN toner: 10 | Canon MF8030CN toner: 10
Canon,CRG-716Y,2,7,0.0,31.0,31.0,HIGH,,,,PONECHAŤ,Canon LBP5050 toner: 10 | Canon LBP5050 toner: 10 | LBP5050 toner: 10 | Canon MF8030CN toner: 10 | Canon MF8030CN toner: 10
Canon,CRG-716BK,2,7,0.0,31.0,31.0,HIGH,,,,PONECHAŤ,Canon LBP5050 toner: 10 | Canon LBP5050 toner: 10 | LBP5050 toner: 10 | Canon MF8030CN toner: 10 | Canon MF8030CN toner: 10
Canon,CRG-716C,2,7,0.0,31.0,31.0,HIGH,,,,PONECHAŤ,Canon LBP5050 toner: 10 | Canon LBP5050 toner: 10 | LBP5050 toner: 10 | Canon MF8030CN toner: 10 | Canon MF8030CN toner: 10
HP,CE311A,5,8,10.0,27.5,30.0,HIGH,100.0,0.41,1.44,PONECHAŤ,HP CE311A: 10 | CE311A: 10 | HP CE311A toner: 10 | toner HP Color LaserJet Pro CP1025: 10 | HP CP1025 toner: 10
HP,CF401X,4,6,10.0,27.5,30.0,HIGH,99.0,0.14,2.19,PONECHAŤ,HP CF401X: 10 | CF401X: 10 | CF401X toner: 10 | HP Color LaserJet Pro M252dw toner: 10 | HP M252dw toner: 10
HP,CF402X,4,6,10.0,27.5,30.0,HIGH,98.9,0.14,2.19,PONECHAŤ,HP CF402X: 10 | CF402X: 10 | CF402X toner: 10 | HP CF402X toner: 10 | HP Color LaserJet Pro M252dw toner: 10
HP,CF403A,4,6,10.0,27.5,30.0,HIGH,92.6,0.14,2.19,PONECHAŤ,HP CF403A: 10 | CF403A: 10 | HP Color LaserJet Pro M252dw toner: 10 | HP M252dw toner: 10 | M252dw toner: 10
HP,CF403X,4,6,10.0,27.5,30.0,HIGH,98.8,0.14,2.19,PONECHAŤ,HP CF403X: 10 | CF403X: 10 | CF403X toner: 10 | HP Color LaserJet Pro M252dw toner: 10 | HP M252dw toner: 10
HP,Q5949A,4,7,10.0,27.5,30.0,HIGH,97.8,0.16,0.8,PONECHAŤ,HP Q5949A: 10 | Q5949A: 10 | Q5949A toner: 10 | HP Q5949A toner: 10 | HP LaserJet 1160 toner: 10
HP,W2030A,4,12,10.0,27.5,30.0,HIGH,98.2,0.23,1.69,PONECHAŤ,HP W2030A: 10 | W2030A: 10 | W2030A toner: 10 | HP W2030A toner: 10 | HP Color LaserJet Pro M454DN toner: 10
HP,W2030X,4,12,10.0,27.5,30.0,HIGH,98.4,0.23,1.69,PONECHAŤ,HP W2030X: 10 | W2030X: 10 | W2030X toner: 10 | HP W2030X toner: 10 | HP Color LaserJet Pro M454DN toner: 10
HP,W2031A,4,12,10.0,27.5,30.0,HIGH,98.0,0.23,1.69,PONECHAŤ,HP W2031A: 10 | W2031A: 10 | HP W2031A toner: 10 | HP Color LaserJet Pro M454DN toner: 10 | HP M454DN toner: 10
HP,W2031X,3,10,10.0,27.5,30.0,HIGH,97.7,0.23,1.69,PONECHAŤ,HP W2031X: 10 | W2031X: 10 | W2031X toner: 10 | HP Color LaserJet Pro M454DN toner: 10 | HP M454DN toner: 10
HP,W2032A,4,12,10.0,27.5,30.0,HIGH,98.2,0.23,1.69,PONECHAŤ,HP W2032A: 10 | W2032A: 10 | HP Color LaserJet Pro M454DN toner: 10 | HP M454DN toner: 10 | M454DN toner: 10
HP,W2032X,3,10,10.0,27.5,30.0,HIGH,98.0,0.23,1.69,PONECHAŤ,HP W2032X: 10 | W2032X: 10 | HP Color LaserJet Pro M454DN toner: 10 | HP M454DN toner: 10 | M454DN toner: 10
HP,W2033A,4,12,10.0,27.5,30.0,HIGH,97.7,0.23,1.69,PONECHAŤ,HP W2033A: 10 | W2033A: 10 | W2033A toner: 10 | HP Color LaserJet Pro M454DN toner: 10 | HP M454DN toner: 10
HP,W2033X,3,10,10.0,27.5,30.0,HIGH,98.0,0.23,1.69,PONECHAŤ,HP W2033X: 10 | W2033X: 10 | HP Color LaserJet Pro M454DN toner: 10 | HP M454DN toner: 10 | M454DN toner: 10
HP,W2210A,3,11,10.0,27.5,30.0,HIGH,98.4,,,PONECHAŤ,HP W2210A: 10 | W2210A: 10 | W2210A toner: 10 | HP W2210A toner: 10 | HP Color LaserJet Pro M255DW toner: 10
HP,W2211A,3,11,10.0,27.5,30.0,HIGH,98.6,,,PONECHAŤ,HP W2211A: 10 | W2211A: 10 | W2211A toner: 10 | HP Color LaserJet Pro M255DW toner: 10 | toner HP Color LaserJet Pro M255DW: 10
HP,W2211X,3,11,10.0,27.5,30.0,HIGH,98.2,,,PONECHAŤ,HP W2211X: 10 | W2211X: 10 | W2211X toner: 10 | HP Color LaserJet Pro M255DW toner: 10 | toner HP Color LaserJet Pro M255DW: 10
HP,W2212A,3,11,10.0,27.5,30.0,HIGH,98.0,,,PONECHAŤ,HP W2212A: 10 | W2212A: 10 | HP Color LaserJet Pro M255DW toner: 10 | toner HP Color LaserJet Pro M255DW: 10 | HP M255DW toner: 10
HP,W2212X,3,11,10.0,27.5,30.0,HIGH,98.2,,,PONECHAŤ,HP W2212X: 10 | W2212X: 10 | HP Color LaserJet Pro M255DW toner: 10 | toner HP Color LaserJet Pro M255DW: 10 | HP M255DW toner: 10
HP,W2213A,3,11,10.0,27.5,30.0,HIGH,98.2,,,PONECHAŤ,HP W2213A: 10 | W2213A: 10 | W2213A toner: 10 | HP Color LaserJet Pro M255DW toner: 10 | toner HP Color LaserJet Pro M255DW: 10
HP,W2213X,3,11,10.0,27.5,30.0,HIGH,98.2,,,PONECHAŤ,HP W2213X: 10 | W2213X: 10 | HP Color LaserJet Pro M255DW toner: 10 | toner HP Color LaserJet Pro M255DW: 10 | HP M255DW toner: 10
HP,W2210X,3,11,10.0,27.5,30.0,HIGH,98.6,0.84,1.67,PONECHAŤ,HP W2210X: 10 | W2210X: 10 | W2210X toner: 10 | HP W2210X toner: 10 | HP Color LaserJet Pro M255DW toner: 10
HP,CF372AM,1,8,10.0,27.5,30.0,HIGH,100.0,,,PONECHAŤ,CF372AM: 10 | HP Color LaserJet CM2320 MFP toner: 10 | HP Color LaserJet CM2320fxi MFP toner: 10 | toner HP Color LaserJet CM2320fxi MFP: 10 | HP Color LaserJet CM2320nf MFP toner: 10
HP,CF400XD,1,6,10.0,27.5,30.0,HIGH,98.8,0.14,2.19,PONECHAŤ,HP CF400XD: 10 | CF400XD: 10 | HP Color LaserJet Pro M252dw toner: 10 | HP M252dw toner: 10 | M252dw toner: 10
HP,CF230X,4,5,20.0,24.0,29.0,HIGH,98.3,0.36,1.54,PONECHAŤ,CF230X: 20 | HP CF230X: 10 | CF230X toner: 10 | HP CF230X toner: 10 | HP LaserJet Pro M203dn toner: 10
HP,W1490X,3,5,20.0,24.0,29.0,HIGH,98.9,0.48,1.53,PONECHAŤ,W1490X: 20 | HP W1490X: 10 | W1490X toner: 10 | HP W1490X toner: 10 | HP LaserJet Pro 4002DN toner: 10
Canon,CRG-045BK,3,7,0.0,27.5,27.5,HIGH,92.0,,,PONECHAŤ,Canon LBP611Cn toner: 10 | LBP611Cn toner: 10 | Canon LBP612Cdw toner: 10 | Canon LBP613Cdw toner: 10 | LBP613Cdw toner: 10
Canon,CRG-045C,3,7,0.0,27.5,27.5,HIGH,92.0,,,PONECHAŤ,Canon LBP611Cn toner: 10 | LBP611Cn toner: 10 | Canon LBP612Cdw toner: 10 | Canon LBP613Cdw toner: 10 | LBP613Cdw toner: 10
Canon,CRG-045HBK,3,7,0.0,27.5,27.5,HIGH,92.0,,,PONECHAŤ,Canon LBP611Cn toner: 10 | LBP611Cn toner: 10 | Canon LBP612Cdw toner: 10 | Canon LBP613Cdw toner: 10 | LBP613Cdw toner: 10
Canon,CRG-045HC,3,7,0.0,27.5,27.5,HIGH,92.0,,,PONECHAŤ,Canon LBP611Cn toner: 10 | LBP611Cn toner: 10 | Canon LBP612Cdw toner: 10 | Canon LBP613Cdw toner: 10 | LBP613Cdw toner: 10
